"index","annotation","label"
1058,"none","A Local and Dynamic Algorithm for Reconfiguring a Faulty Processor Array Into a Maximal Fault-Free Subarray"
1059,"none","A Logic-based Approach for Query Refinement"
1060,"none","A Logic-based Approach for Query Refinement in Ontology-based Information Retrieval Systems"
1061,"none","A MOF-based Metamodel and UML Syntax for Networked Ontologies"
1062,"none","A Mapping System for the Integration of OWL-DL Ontologies"
1063,"none","A Maturity Model for Quality Improvement in Knowledge Management"
1064,"none","A Metadata Model for Semantics-Based Peer-to-Peer Systems"
1065,"none","A Metamodel and UML Profile for Networked Ontologies - A Complete Reference"
1066,"none","A Metamodel and UML Profile for Rule-extended OWL DL Ontologies"
1067,"none","A Metamodel and UML Profile for Rule-extended OWL DL Ontologies - A Complete Reference"
1068,"none","A Metamodel for Annotations of Ontology Elements in OWL DL"
1069,"none","A Method for semi-automatic ontology acquisition from a corporate intranet"
1070,"none","A Methodological Basis for Bringing Knowledge Management to Real-World Environments"
1071,"none","A Model Driven Approach for Building OWL DL and OWL Full Ontologies"
1072,"none","A Model of Business Process Support System for E-Government"
1073,"none","A Modeling Perspective on Web Service Contracting"
1074,"none","A Multi-objective Approach to Integrated Risk Management"
1075,"none","A Multi-objective Model Framework for the Integrated Management of Financial Risks"
1076,"none","A Multidimensional Branch-and-Prune Method for Interval Global Optimization"
1077,"none","A New Approach To Rule Induction And Pruning (short paper)"
1078,"none","A Petri Net Based Approach For Process Model Driven Deduction Of BPEL Code"
1079,"none","A Petri-net based Approach to Performance Management of collaborative Business Processes"
1080,"none","A Policy Framework for Trading Configurable Goods and Services in Open Electronic Markets"
1081,"none","A Population based Approach for ACO"
1082,"none","A Proactive Inferencing Agent for Desk Support"
1083,"none","A SME-friendly framework for the provision of mobile services"
1084,"none","A STEP TOWARDS AN INTEGRATED PRODUCT INFORMATION MANAGEMENT"
1085,"none","A Self Organizing Map for Relation Extraction from Wikipedia using Structured Data Representations"
1086,"none","A Semantic Future for AI"
1087,"none","A Service-oriented Information System for Collaborative Research and Doctoral Education"
1088,"none","A State Space Analysis of Propose-and-Revise"
1089,"none","A Step Towards an Integrated Product Information Management"
1090,"none","A Strategy for Content Reusability with Product Lines derived from Experience in Online Education"
1091,"none","A Survey of Formalisms for Modular Ontologies"
1092,"none","A System for Facilitating and Enhancing Web Search"
1093,"none","A System for Mobile and Wireless Advertising"
1094,"none","A Tool for DILIGENT Argumentation: Experiences, Requirements and Design"
1095,"none","A Tool-supported Methodology for Ontology-based Knowledge Management"
1096,"none","A Unified Framework for Metaheuristics"
1097,"none","A Unifying View on Business Process Modelling and Knowledge Engineering"
1098,"none","A Workshop Report: Mining for and from the Semantic Web at KDD 2004"
1099,"none","A business process may be modeled in different ways
by different modelers even when utilizing the same
modeling language. An appropriate method for solving
ambiguity issues in process models caused by the
use of synonyms, homonyms or different abstraction
levels for process element names is the use of ontologybased
descriptions of process models. So-called semantic
business process models promise to support
business process interoperability and interconnectivity.
But, for (semi-) automatic process interoperability
and interconnectivity two problems need to be
solved. How can similar terms for process element
names be automatically discovered and how can semantic
business process composition be facilitated.
In this paper we will present solutions for these problems
based upon an OWL DL-based description of
Petri nets."
1100,"none","A case study in supporting DIstributed, Loosely-Controlled and evolvInG Engineering of oNTologies (DILIGENT)"
1101,"none","A caste study in supporting DIstributed, Loosely-controlled and evolvInG Engineering of oNTologies (DILIGENT)"
1102,"none","A categorical view on algebraic lattices in formal concept analysis"
1103,"none","A comparison of RDF query languages"
1104,"none","A fast look-ahead heuristic for the multi-depot vehicle routing problem"
1105,"none","A first-order account of the relation between bridges, discourse relations and world knowledge"
1106,"none","A format for describing rules for the Semantic Web is discussed"
1107,"none","A framework for knowledge management on the Semantic Web"
1108,"none","A framework for managing rules on the Semantic Web is discussed"
1109,"none","A heuristic for minimum-width graph layering with consideration of dummy nodes"
1110,"none","A hybrid heuristic approach to discrete multi-objective optimization of credit portfolios"
1111,"none","A library of software components should be essentially more than just a juxtaposition of its items. For problem-solving methods the notion of a family is suggested as means to cluster the items and to provide partially a structure of the library. This paper especially investigates how the similar control flows of the members of such a family can be described in one framework."
1112,"none","A methodology for introducing an ontology-based KM solution into enterprises is described which extends and improves the CommonKADS methodology by introducing â€” among others â€” specific guidelines for developing and maintaining the respective ontology. Special emphasis is put on a stepwise construction and evaluation of the ontology. The methodology is supported by a tool, ""OntoKick"", that supports ontology engineers in early stages, i.e. the kickoff phase of ontology development."
1113,"none","A novel approach for the document annotation and its benefits in the searching for knowledge"
1114,"none","A number of approaches have been developed for combining wikis with semantic technologies. Many semantic wikis focus on enabling users to specify properties and relationships of individual elements. Complex schema information is typically not edited by the wiki user. Nevertheless, semantic wikis could benefit from taking existing schema information into account, and to allow users to specify additional information based on this schema.

In this paper, we introduce an extension of Semantic MediaWiki that incorporates schema information from existing OWL ontologies. Based on the imported ontology, the system offers automatic classification of articles and aims at supporting the user in editing the wiki knowledge base in a logically consistent manner. We present our prototype implementation which uses the KAON2 ontology management system to integrate reasoning services into our wiki."
1115,"none","A population based ACO (Ant Colony Optimization) algorithm is proposed where (nearly) all pheromone information corresponds to solutions that are members of the actual population. Advantages of the population based approach are that it seems promising for solving dynamic optimization problems, its finite state space and the chances it offers for designing new metaheuristics. We compare the behavior of the new approach to the standard ACO approach for several instances of the TSP and the QAP problem. The results show that the new approach is competitive."
1116,"none","A problem-solving method describes a reasoning process that efficiently achieves a goal by applying domain knowledge. However, a problem-solving method cannot directly be applied because of the existence of a gap between, on the one hand, a problem-solving method and the domain knowledge it uses, and, on the other hand, a problem-solving method and the goal that it is supposed to achieve. In this paper, we distinguish two types of assumptions based on an architecture of problem-solving methods, that are able to bridge the gap: one type of assumption is used to strengthen a problem-solving method, and the other to weaken the goal to be achieved. We also show how the effect of one assumption type can be substituted by the effect of the other type, and refer to this as ""the law of conservation of assumptions""."
1117,"none","A reverse engineering approach for migrating data-intensive web sites to the Semantic Web"
1118,"none","A revision-baed approach to resolving conflicting information"
1119,"none","A revision-based approach to handling inconsistency in description logics"
1120,"none","A roadmap towards autonomic service-oriented architectures"
1121,"none","A split-combination method for merging inconsistent knowledge bases in the framework of possibilistic logic"
1122,"none","A survey on methodologies for developing, maintaining, integrating, evaluating and reengineering ontologies"
1123,"none","A survey on ontology tools"
1124,"none","A system for knowledge management for the Semantic Web is described"
1125,"none","A topic in the field of knowledge acquisition is the reuse of components that are described at the knowledge level. Problems concern the description, indexing and retrieval of components. In our case there is the additional feature of integrating so-called automated building blocks in a knowledge level description. This paper describes what knowledge level descriptions of components for reuse should look like, and proposes a way to describe assumptions and requirements that are to be made explicit. In the paper an extension of the ""normal"" knowledge acquisition setting is made in the direction of machine learning components and their description and integration at the knowledge level."
1126,"none","A unified framework for metaheuristics"
1127,"none","A unified view on metaheuristics and their hybridization"
1128,"none","A uniform approach to logic programming semantics"
1129,"none","A-27"
1130,"none","A. Duke"
1131,"none","A. Hegarty"
1132,"none","A. Heuer"
1133,"none","A. Hussein"
1134,"none","A. Kiryakov"
1135,"none","A. Lavelli"
1136,"none","A. Lopez"
1137,"none","A. Lozano"
1138,"none","A. Magkanaraki"
1139,"none","A. Mathias"
1140,"none","A. Oberweis"
1141,"none","A. Pease"
1142,"none","A. Sharma"
1143,"none","A. Sheth"
1144,"none","A. Stutt"
1145,"none","A. Tarassov"
1146,"none","A. Wranik"
1147,"none","A.H.M. Hofstede"
1148,"none","AAAI 2000/IAAI 2000 - Proceedings of the 17th National Conference on Artificial Intelligence and 12th Innovative Applications of Artificial Intelligence Conference, Austin/TX, USA, July 30-August 3, 2000"
1149,"none","AAAI Fall Symposium On Semantic Web for Collaborative Knowledge Acquisition"
1150,"none","AAAI Spring Symposium - Semantic Web Services"
1151,"none","ABSTRACT"
1152,"none","ACM SIGKDD Explorations"
1153,"none","ACM Transactions on Information Systems"
1154,"none","ACM Transactions on Internet Technology (TOIT)"
1155,"none","ACM/IEEE 27th International Conference on Software Engineering (ICSE2005)"
1156,"none","ADDED VALUE MANAGEMENT MIT WISKI (S)PUR"
1157,"none","AI Magazine"
1158,"none","AI for the Web - Ontology-based Community Web Portals"
1159,"none","AIFB"
1160,"none","AIFB SEAL - AIFB SEmantic portAL"
1161,"none","AIPS Workshop on On-line Planning and Scheduling"
1162,"none","AST: Support for Algorithm Selection with a CBR Approach"
1163,"none","Aachener BeitrÃ¤ge zur Informatik"
1164,"none","Aalborg University - Denmark"
1165,"none","AblÃ¤ufe im Reagenzglas"
1166,"none","About selecting the personal best in multi-objective particle swarm optimization"
1167,"none","AbschluÃŸbericht der GI-Arbeitsgruppe ""Vergleichende Analyse von Problemstellungen und LÃ¶sungsansÃ¤tzen in den Fachgebieten Information Systems Engineering, Software Engineering und Knowledge Engineering"""
1168,"none","Abstract. Recent work has shown improvements in text clustering and classification tasks by integrating conceptual features extracted from ontologies. In this paper we present text mining experiments in the medical domain in which the ontological structures used are acquired automatically in an unsupervised learning process from the text corpus in question. We compare results obtained using the automatically learned ontologies with those obtained using manually engineered ones. Our results show that both types of ontologies improve results on text clus-
tering and classification tasks, whereby the automatically acquired ontologies yield an improvement competitive with the manually engineered ones."
1169,"none","Abstract. Richly interlinked, machine-understandable data constitute the basis for the Semantic Web. We provide a framework, S-CREAM, that allows for creation of metadata and is trainable for a speciÂ¯c domain. Annotating web documents is one of the major techniques for creating metadata on the web. The implementation of S-CREAM, Ont-O-Mat supports now the semi-automatic annotation of web pages. This semi- automatic annotation is based on the information extraction component Amilcare. Ont-O-Mat extract with the help of Amilcare knowledge struc- ture from web pages through the use of knowledge extraction rules. These rules are the result of a learning-cycle based on already annotated pages."
1170,"none","Access Control for Semantic Web Services"
1171,"none","Access to XML-based documents currently relies on query languages that are closely tied to the document structures, i.e. when looking for information one has to be aware of this structure and cannot easily specify the information needs conceptually. Our approach uses ontologies to access sets of distributed XML documents on a conceptual level. We integrate conceptual modeling, inheritance, and inference mechanisms on the one hand with the popularity, simplicity, and flexibility of XML on the other hand. We present an approach that defines the relationship between a given ontology and a document type definition (DTD) for classes of XML documents. Thus, we are able to supplement syntactical access to XML documents by conceptual, i.e. real semantic access."
1172,"none","Accessing Distributed Learning Repositories through a Courseware Watchdog"
1173,"none","Achim Bischof"
1174,"none","Actes des 16 Journ Bases de Donn Avanc, Blois, France, 24-27 Octobre 2000"
1175,"none","Activity Tree Harvesting: Entdeckung, Analyse und Verwertung der Nutzungskontexte SCORM-konformer Lernobjekte"
1176,"none","Ad-hoc Invocation of Semantic Web Services"
1177,"none","Adaptive Business Process Improvement Using Multi-Objective Genetic Algorithms"
1178,"none","Adaptive Merging of Prioritized Knowledge Bases"
1179,"none","Adaptive Semantic Integration"
1180,"none","Addressing Non-Functional Requirements in the Development of Knowledge-Based Systems"
1181,"none","Advances in Data Analysis: Proceedings of the 30th Annual Conference of the German Classification Society (GfKl), Berlin, Germany, March 8-10, 2006"
1182,"none","Advances in Engineering Software"
1183,"none","Advances in Formal Concept Analysis for Knowledge Discovery in Databases. Proc. Workshop FCAKDD of the 15th European Conference on Artificial Intelligence (ECAI 2002). Lyon, France, July 23, 2002"
1184,"none","Advances in Web Intelligence, First International Atlantic Web Intelligence Conference, AWIC 2003, Madrid, Spain, May 5-6, 2003, Proceedings"
1185,"none","Advances in Web Mining and Web Usage Analysis, Revised Selected Papers of the 6th International Workshop on Knowledge Discovery on the Web, WebKDD 2004, Seattle, WA, USA, August 22-25, 2004"
1186,"none","Advertising on mobile terminals is a consequential advancement of traditional methods of
advertising. In this article we will discuss the special potentials and challenges of mobile advertising
and introduce the MoMa-system as approach to enable personalized and context sensitive advertising
while guaranteeing data protection, whereas context isn&amp;#8217;t limited to just location."
1187,"none","Advertising via Mobile Terminals"
1188,"none","After 18 months of operation, cooperation and active participation on meetings in the research area of Knowledge Web is in place. In 2005 all WPs met at the Joint Knowledge Web Research meeting on 24th-25th January 2005 at Hannover, Germany and the Joint Knowledge Web Research meeting following the ESWC 2nd European Semantic Web Conference, ESWC 2005, in Heraklion, Crete 2nd-3rd May 2005. 

Before M12 the area managers had emphasized additionality instead of duplication of effort, and have encouraged cross collaboration between WPs, the SDK cluster, the WSMO projects and other activities. To strengthen the cross-WP-fertilization we introduced for both meetings in 2005 a new form in addition to regular WP meetings: so-called themed research meetings (aka. join sessions or concertation meetings). For each themed meeting the major topic of one research WP has been highlighted as theme, in January this had been ""Web Services"" and in May this had been ""Language Extensions"". Operationalization of a themed meeting consists of a series of bi-lateral meetings of the highlighted WP with all the remaining ones.

In this deliverable we present a brief overview of the research advance achieved so far which consists of summaries of the results so far achieved in each research work package (WP2.1 Scalability, WP2.2 Heterogeneity, WP2.3 Scalability, WP2.4 Web Services and WP2.5 Language Extensions) and summaries of bi-lateral meetings among different work packages."
